rank,article_id,clicks
4778,N39247,2
4779,N29048,2
4780,N3586,2
4781,N64670,2
4782,N3461,2
4783,N571,2
4784,N29424,2
4785,N50256,2
4786,N9836,2
4787,N15977,2
4788,N13612,2
4789,N2846,2
4790,N49447,2
4791,N4731,2
4792,N58893,2
4793,N16772,2
4794,N48106,2
4795,N62485,2
4796,N11179,2
4797,N14517,2
4798,N50254,2
4799,N5340,2
4800,N15007,2
4801,N636,2
4802,N3089,2
4803,N46590,2
4804,N24716,2
4805,N10799,2
4806,N19212,2
4807,N36836,2
4808,N64040,2
4809,N57420,2
4810,N33813,2
4811,N50068,2
4812,N28684,2
4813,N17083,2
4814,N39567,2
4815,N39001,2
4816,N55417,2
4817,N21371,2
4818,N18203,2
4819,N26965,2
4820,N47983,2
4821,N18850,2
4822,N59905,2
4823,N31000,2
4824,N37216,2
4825,N42279,2
4826,N18996,2
4827,N43090,2
4828,N64778,2
4829,N27205,2
4830,N56246,2
4831,N8128,2
4832,N43941,2
4833,N9500,2
4834,N48146,2
4835,N41464,2
4836,N21630,2
4837,N31477,2
4838,N52449,2
4839,N25667,2
4840,N47236,2
4841,N25380,2
4842,N7481,2
4843,N35891,2
4844,N19489,2
4845,N23356,2
4846,N64979,2
4847,N64646,2
4848,N18010,2
4849,N10282,2
4850,N42103,2
4851,N8335,2
4852,N50104,2
4853,N38606,2
4854,N61204,2
4855,N50425,2
4856,N44932,2
4857,N44486,2
4858,N47195,2
4859,N15856,2
4860,N54960,1
4861,N8539,1
4862,N12191,1
4863,N7701,1
4864,N54729,1
4865,N34239,1
4866,N39760,1
4867,N59622,1
4868,N15217,1
4869,N48919,1
4870,N34540,1
4871,N22933,1
4872,N30645,1
4873,N50587,1
4874,N45816,1
4875,N39268,1
4876,N5509,1
4877,N41090,1
4878,N20841,1
4879,N30373,1
4880,N15090,1
4881,N57219,1
4882,N1556,1
4883,N10929,1
4884,N3040,1
4885,N23481,1
4886,N8003,1
4887,N45095,1
4888,N43877,1
4889,N58838,1
4890,N39466,1
4891,N33408,1
4892,N28201,1
4893,N18144,1
4894,N23003,1
4895,N39204,1
4896,N35476,1
4897,N16999,1
4898,N2884,1
4899,N33795,1
4900,N9675,1
4901,N7333,1
4902,N15652,1
4903,N39532,1
4904,N35213,1
4905,N48269,1
4906,N5152,1
4907,N12586,1
4908,N12079,1
4909,N17633,1
4910,N48538,1
4911,N53504,1
4912,N38848,1
4913,N3853,1
4914,N42710,1
4915,N36429,1
4916,N47215,1
4917,N43447,1
4918,N31389,1
4919,N17312,1
4920,N21127,1
4921,N38381,1
4922,N35032,1
4923,N24712,1
4924,N55252,1
4925,N32158,1
4926,N28919,1
4927,N95,1
4928,N63087,1
4929,N59663,1
4930,N54471,1
4931,N37612,1
4932,N35136,1
4933,N28845,1
4934,N61560,1
4935,N36149,1
4936,N10511,1
4937,N22786,1
4938,N25348,1
4939,N60336,1
4940,N11758,1
4941,N7040,1
4942,N20418,1
4943,N5615,1
4944,N2636,1
4945,N30989,1
4946,N53103,1
4947,N38221,1
4948,N34538,1
4949,N58778,1
4950,N47995,1
4951,N4552,1
4952,N62779,1
4953,N19938,1
4954,N55786,1
4955,N38620,1
4956,N33415,1
4957,N3117,1
4958,N4637,1
4959,N20479,1
4960,N24354,1
4961,N61725,1
4962,N39480,1
4963,N7296,1
4964,N30053,1
4965,N8494,1
4966,N26954,1
4967,N21095,1
4968,N62245,1
4969,N52389,1
4970,N14257,1
4971,N56027,1
4972,N43985,1
4973,N28377,1
4974,N57229,1
4975,N28829,1
4976,N41610,1
4977,N54725,1
4978,N45623,1
4979,N26365,1
4980,N56090,1
4981,N10828,1
4982,N60610,1
4983,N18118,1
4984,N15361,1
4985,N35306,1
4986,N10234,1
4987,N12345,1
4988,N37687,1
4989,N20439,1
4990,N8577,1
4991,N56603,1
4992,N12544,1
4993,N351,1
4994,N15353,1
4995,N44508,1
4996,N55115,1
4997,N44257,1
4998,N6206,1
4999,N49372,1
5000,N6432,1
5001,N4954,1
5002,N21318,1
5003,N26631,1
5004,N17475,1
5005,N52743,1
5006,N5235,1
5007,N37738,1
5008,N20851,1
5009,N34816,1
5010,N36200,1
5011,N26247,1
5012,N8902,1
5013,N49819,1
5014,N56548,1
5015,N39878,1
5016,N45960,1
5017,N28233,1
5018,N6129,1
5019,N47857,1
5020,N56311,1
5021,N20162,1
5022,N20372,1
5023,N12954,1
5024,N59786,1
5025,N43397,1
5026,N26518,1
5027,N37592,1
5028,N52421,1
5029,N20477,1
5030,N7817,1
5031,N46676,1
5032,N12254,1
5033,N8420,1
5034,N8987,1
5035,N54368,1
5036,N61051,1
5037,N18111,1
5038,N6812,1
5039,N32405,1
5040,N57554,1
5041,N34306,1
5042,N14261,1
5043,N48484,1
5044,N54553,1
5045,N35722,1
5046,N19850,1
5047,N2885,1
5048,N33043,1
5049,N49735,1
5050,N29156,1
5051,N39199,1
5052,N29296,1
5053,N24268,1
5054,N53873,1
5055,N39174,1
5056,N17073,1
5057,N26476,1
5058,N54692,1
5059,N28820,1
5060,N38289,1
5061,N50862,1
5062,N17859,1
5063,N39998,1
5064,N38682,1
5065,N53291,1
5066,N33323,1
5067,N45738,1
5068,N47588,1
5069,N7094,1
5070,N20753,1
5071,N33088,1
5072,N54603,1
5073,N60058,1
5074,N20860,1
5075,N40194,1
5076,N38793,1
5077,N56769,1
5078,N43790,1
5079,N52849,1
5080,N42950,1
5081,N3498,1
5082,N53180,1
5083,N52469,1
5084,N36465,1
5085,N13702,1
5086,N37445,1
5087,N11486,1
5088,N45983,1
5089,N17620,1
5090,N2752,1
5091,N23144,1
5092,N10146,1
5093,N10459,1
5094,N36777,1
5095,N58490,1
5096,N30433,1
5097,N64484,1
5098,N60658,1
5099,N36733,1
5100,N41228,1
5101,N23568,1
5102,N56371,1
5103,N23274,1
5104,N49058,1
5105,N27494,1
5106,N2715,1
5107,N57740,1
5108,N20415,1
5109,N10317,1
5110,N21450,1
5111,N54107,1
5112,N42761,1
5113,N8736,1
5114,N33229,1
5115,N39215,1
5116,N51567,1
5117,N2393,1
5118,N7404,1
5119,N57556,1
5120,N41041,1
5121,N3342,1
5122,N20885,1
5123,N8367,1
5124,N27338,1
5125,N63084,1
5126,N34765,1
5127,N35608,1
5128,N46185,1
5129,N2670,1
5130,N22927,1
5131,N47967,1
5132,N34117,1
5133,N45905,1
5134,N4694,1
5135,N4744,1
5136,N43390,1
5137,N49919,1
5138,N37806,1
5139,N23422,1
5140,N42462,1
5141,N57381,1
5142,N20901,1
5143,N8158,1
5144,N4337,1
5145,N54976,1
5146,N59530,1
5147,N59601,1
5148,N48834,1
5149,N900,1
5150,N5036,1
5151,N57104,1
5152,N9217,1
5153,N19061,1
5154,N46248,1
5155,N23973,1
5156,N26855,1
5157,N49376,1
5158,N48421,1
5159,N37919,1
5160,N31515,1
5161,N15785,1
5162,N64431,1
5163,N41362,1
5164,N32667,1
5165,N60034,1
5166,N60613,1
5167,N10996,1
5168,N32516,1
5169,N21444,1
5170,N36525,1
5171,N43145,1
5172,N35799,1
5173,N9805,1
5174,N50062,1
5175,N65076,1
5176,N12343,1
5177,N38157,1
5178,N19329,1
5179,N56368,1
5180,N40817,1
5181,N34959,1
5182,N12324,1
5183,N10381,1
5184,N39615,1
5185,N726,1
5186,N64379,1
5187,N21365,1
5188,N810,1
5189,N56448,1
5190,N23032,1
5191,N60450,1
5192,N62689,1
5193,N36569,1
5194,N53620,1
5195,N14768,1
5196,N19833,1
5197,N11006,1
5198,N41485,1
5199,N38012,1
5200,N41795,1
5201,N3256,1
5202,N43621,1
5203,N20674,1
5204,N916,1
5205,N2397,1
5206,N59490,1
5207,N51946,1
5208,N9785,1
5209,N56040,1
5210,N8488,1
5211,N44670,1
5212,N40033,1
5213,N33562,1
5214,N37143,1
5215,N3471,1
5216,N56279,1
5217,N43918,1
5218,N7157,1
5219,N33023,1
5220,N13980,1
5221,N6934,1
5222,N64884,1
5223,N13984,1
5224,N56687,1
5225,N64090,1
5226,N376,1
5227,N29767,1
5228,N57894,1
5229,N46885,1
5230,N6784,1
5231,N34482,1
5232,N61453,1
5233,N26051,1
5234,N26628,1
5235,N50807,1
5236,N44672,1
5237,N53321,1
5238,N49627,1
5239,N58637,1
5240,N51217,1
5241,N28345,1
5242,N6452,1
5243,N63945,1
5244,N64654,1
5245,N64291,1
5246,N46867,1
5247,N19182,1
5248,N32074,1
5249,N18368,1
5250,N59064,1
5251,N57827,1
5252,N7551,1
5253,N27343,1
5254,N63570,1
5255,N6998,1
5256,N61604,1
5257,N58961,1
5258,N899,1
5259,N5576,1
5260,N15989,1
5261,N23384,1
5262,N24353,1
5263,N32721,1
5264,N26117,1
5265,N50701,1
5266,N8208,1
5267,N25944,1
5268,N20496,1
5269,N36589,1
5270,N17893,1
5271,N61922,1
5272,N23374,1
5273,N64306,1
5274,N40991,1
5275,N3780,1
5276,N3497,1
5277,N50451,1
5278,N48309,1
5279,N43629,1
5280,N31767,1
5281,N45224,1
5282,N14513,1
5283,N34001,1
5284,N58593,1
5285,N13628,1
5286,N52635,1
5287,N21569,1
5288,N24077,1
5289,N50201,1
5290,N52832,1
5291,N17473,1
5292,N17858,1
5293,N14320,1
5294,N51135,1
5295,N28811,1
5296,N53983,1
5297,N60598,1
5298,N15355,1
5299,N12842,1
5300,N65196,1
5301,N46304,1
5302,N47713,1
5303,N22311,1
5304,N51623,1
5305,N34420,1
5306,N36807,1
5307,N38304,1
5308,N51500,1
5309,N31506,1
5310,N8785,1
5311,N26596,1
5312,N60771,1
5313,N59782,1
5314,N43940,1
5315,N3063,1
5316,N36692,1
5317,N20037,1
5318,N13406,1
5319,N42360,1
5320,N59785,1
5321,N13077,1
5322,N22111,1
5323,N57328,1
5324,N46556,1
5325,N22582,1
5326,N42751,1
5327,N40515,1
5328,N12746,1
5329,N51966,1
5330,N32263,1
5331,N44769,1
5332,N40258,1
5333,N46213,1
5334,N41671,1
5335,N11122,1
5336,N63483,1
5337,N43708,1
5338,N58751,1
5339,N33963,1
5340,N14532,1
5341,N63564,1
5342,N14491,1
5343,N44493,1
5344,N37130,1
5345,N27209,1
5346,N7261,1
5347,N16635,1
5348,N52185,1
5349,N45287,1
5350,N27481,1
5351,N23296,1
5352,N23348,1
5353,N27047,1
5354,N19480,1
5355,N22847,1
5356,N26010,1
5357,N62219,1
5358,N64526,1
5359,N61213,1
5360,N63058,1
5361,N60813,1
5362,N31022,1
5363,N924,1
5364,N51997,1
5365,N25427,1
5366,N7096,1
5367,N42543,1
5368,N43987,1
5369,N31840,1
5370,N48804,1
5371,N57675,1
5372,N48486,1
5373,N60738,1
5374,N9249,1
5375,N3221,1
5376,N428,1
5377,N33577,1
5378,N5265,1
5379,N57851,1
5380,N1600,1
5381,N56140,1
5382,N15834,1
5383,N11988,1
5384,N19987,1
5385,N61353,1
5386,N27362,1
5387,N60166,1
5388,N63178,1
5389,N39047,1
5390,N10599,1
5391,N41052,1
5392,N2007,1
5393,N60236,1
5394,N4095,1
5395,N36724,1
5396,N16993,1
5397,N48236,1
5398,N56133,1
5399,N36504,1
5400,N47917,1
5401,N57544,1
5402,N28370,1
5403,N5020,1
5404,N24372,1
5405,N52507,1
5406,N53010,1
5407,N49514,1
5408,N56222,1
5409,N42223,1
5410,N50629,1
5411,N37175,1
5412,N37837,1
5413,N49559,1
5414,N15940,1
5415,N41400,1
5416,N54527,1
5417,N41266,1
5418,N23447,1
5419,N63832,1
5420,N50657,1
5421,N24848,1
5422,N13099,1
5423,N62883,1
5424,N59529,1
5425,N23801,1
5426,N34609,1
5427,N44983,1
5428,N37595,1
5429,N38582,1
5430,N52582,1
5431,N28483,1
5432,N17010,1
5433,N25983,1
5434,N30658,1
5435,N47007,1
5436,N44678,1
5437,N37098,1
5438,N59755,1
5439,N39643,1
5440,N52980,1
5441,N60888,1
5442,N29141,1
5443,N51115,1
5444,N27955,1
5445,N30670,1
5446,N18202,1
5447,N55302,1
5448,N23596,1
5449,N28214,1
5450,N47425,1
5451,N667,1
5452,N8449,1
5453,N25046,1
5454,N8933,1
5455,N19951,1
5456,N32205,1
5457,N58369,1
5458,N29568,1
5459,N15054,1
5460,N56032,1
5461,N41372,1
5462,N30481,1
5463,N26001,1
5464,N9835,1
5465,N1364,1
5466,N63450,1
5467,N27180,1
5468,N26915,1
5469,N20257,1
5470,N54531,1
5471,N10171,1
5472,N12181,1
5473,N7548,1
5474,N13723,1
5475,N17681,1
5476,N62818,1
5477,N35187,1
5478,N47424,1
5479,N12152,1
5480,N54890,1
5481,N12577,1
5482,N27760,1
5483,N20604,1
5484,N25081,1
5485,N38386,1
5486,N23701,1
5487,N33540,1
5488,N6861,1
5489,N46179,1
5490,N20976,1
5491,N53839,1
5492,N51415,1
5493,N26251,1
5494,N42862,1
5495,N44870,1
5496,N21251,1
5497,N52820,1
5498,N20173,1
5499,N3252,1
5500,N15509,1
5501,N45739,1
5502,N32821,1
5503,N60224,1
5504,N23686,1
5505,N64345,1
5506,N13834,1
5507,N21126,1
5508,N43926,1
5509,N40655,1
5510,N13922,1
5511,N11664,1
5512,N59550,1
5513,N56820,1
5514,N38509,1
5515,N59633,1
5516,N18554,1
5517,N29486,1
5518,N31965,1
5519,N3807,1
5520,N56868,1
5521,N61255,1
5522,N45346,1
5523,N19345,1
5524,N15690,1
5525,N3216,1
5526,N44443,1
5527,N51568,1
5528,N15593,1
5529,N29167,1
5530,N37234,1
5531,N33870,1
5532,N62260,1
5533,N59140,1
5534,N9566,1
5535,N49106,1
5536,N189,1
5537,N40162,1
5538,N28340,1
5539,N22009,1
5540,N51793,1
5541,N53532,1
5542,N53038,1
5543,N6642,1
5544,N52609,1
5545,N45425,1
5546,N30069,1
5547,N37112,1
5548,N55304,1
5549,N44988,1
5550,N13034,1
5551,N1119,1
5552,N34988,1
5553,N39738,1
5554,N39008,1
5555,N58967,1
5556,N58426,1
5557,N48187,1
5558,N34278,1
5559,N24988,1
5560,N43330,1
5561,N61387,1
5562,N27883,1
5563,N27767,1
5564,N37551,1
5565,N56494,1
5566,N26155,1
5567,N10051,1
5568,N34978,1
5569,N64689,1
5570,N55994,1
5571,N15193,1
5572,N33303,1
5573,N19091,1
5574,N9929,1
5575,N59645,1
5576,N25664,1
5577,N49554,1
5578,N11433,1
5579,N37651,1
5580,N55947,1
5581,N31217,1
5582,N27462,1
5583,N62906,1
5584,N62462,1
5585,N36452,1
5586,N23486,1
5587,N48700,1
5588,N44208,1
5589,N52045,1
5590,N50757,1
5591,N61853,1
5592,N14862,1
5593,N64409,1
5594,N29168,1
5595,N37111,1
5596,N29647,1
5597,N39970,1
5598,N62749,1
5599,N60975,1
5600,N25127,1
5601,N48378,1
5602,N33208,1
5603,N32011,1
5604,N31294,1
5605,N62872,1
5606,N23947,1
5607,N3693,1
5608,N1923,1
5609,N50215,1
5610,N12174,1
5611,N54895,1
5612,N56936,1
5613,N29192,1
5614,N20529,1
5615,N47861,1
5616,N19885,1
5617,N13887,1
5618,N3944,1
5619,N37971,1
5620,N340,1
5621,N1518,1
5622,N9297,1
5623,N20410,1
5624,N57628,1
5625,N17719,1
5626,N22890,1
5627,N50541,1
5628,N2005,1
5629,N64938,1
5630,N36740,1
5631,N31997,1
5632,N27993,1
5633,N21879,1
5634,N8988,1
5635,N42970,1
5636,N57629,1
5637,N63821,1
5638,N47870,1
5639,N30744,1
5640,N42849,1
5641,N40384,1
5642,N35275,1
5643,N29786,1
5644,N60270,1
5645,N50682,1
5646,N17836,1
5647,N9950,1
5648,N48425,1
5649,N41104,1
5650,N10869,1
5651,N61999,1
5652,N35152,1
5653,N52007,1
5654,N49176,1
5655,N1302,1
5656,N15534,1
5657,N5987,1
5658,N41255,1
5659,N55295,1
5660,N47910,1
5661,N34870,1
5662,N63011,1
5663,N9862,1
5664,N47867,1
5665,N26838,1
5666,N14496,1
5667,N47677,1
5668,N16692,1
5669,N9502,1
5670,N55052,1
5671,N58802,1
5672,N2560,1
5673,N34045,1
5674,N38427,1
5675,N6210,1
5676,N33274,1
5677,N3846,1
5678,N54571,1
5679,N17819,1
5680,N51183,1
5681,N48376,1
5682,N37350,1
5683,N46164,1
5684,N101,1
5685,N60292,1
5686,N43819,1
5687,N45975,1
5688,N15225,1
5689,N29538,1
5690,N15,1
5691,N55591,1
5692,N31552,1
5693,N48672,1
5694,N40435,1
5695,N40424,1
5696,N21403,1
5697,N19550,1
5698,N24284,1
5699,N17120,1
5700,N34235,1
5701,N46545,1
5702,N55243,1
5703,N25618,1
5704,N8745,1
5705,N21522,1
5706,N32706,1
5707,N43531,1
5708,N29002,1
5709,N48647,1
5710,N43053,1
5711,N47642,1
5712,N37531,1
5713,N8155,1
5714,N40043,1
5715,N62647,1
5716,N51629,1
5717,N50797,1
5718,N50754,1
5719,N2676,1
5720,N48590,1
5721,N4841,1
5722,N8701,1
5723,N39837,1
5724,N20409,1
5725,N55236,1
5726,N42372,1
5727,N3628,1
5728,N51540,1
5729,N37682,1
5730,N138,1
5731,N13990,1
5732,N615,1
5733,N40544,1
5734,N59574,1
5735,N38750,1
5736,N57672,1
5737,N25674,1
5738,N15898,1
5739,N20962,1
5740,N12428,1
5741,N53799,1
5742,N46098,1
5743,N49063,1
5744,N45096,1
5745,N14152,1
5746,N5337,1
5747,N28600,1
5748,N19511,1
5749,N23621,1
5750,N64829,1
5751,N18251,1
5752,N16395,1
5753,N42815,1
5754,N20432,1
5755,N50719,1
5756,N25716,1
5757,N20577,1
5758,N35918,1
5759,N42348,1
5760,N2766,1
5761,N35951,1
5762,N59482,1
5763,N40914,1
5764,N34614,1
5765,N49489,1
5766,N35090,1
5767,N45901,1
5768,N12085,1
5769,N29190,1
5770,N38193,1
5771,N33453,1
5772,N25959,1
5773,N1293,1
5774,N6316,1
5775,N59544,1
5776,N2747,1
5777,N22506,1
5778,N22984,1
5779,N11658,1
5780,N60226,1
5781,N64462,1
5782,N22955,1
5783,N29640,1
5784,N16547,1
5785,N38628,1
5786,N33624,1
5787,N13407,1
5788,N226,1
5789,N35320,1
5790,N31372,1
5791,N33025,1
5792,N59025,1
5793,N10510,1
5794,N52291,1
5795,N35612,1
5796,N2033,1
5797,N13036,1
5798,N57235,1
5799,N730,1
5800,N23870,1
5801,N29405,1
5802,N3633,1
5803,N57423,1
5804,N62593,1
5805,N6565,1
5806,N22301,1
5807,N26266,1
5808,N41673,1
5809,N25159,1
5810,N51159,1
5811,N65119,1
5812,N50761,1
5813,N63578,1
5814,N10089,1
5815,N5050,1
5816,N51473,1
5817,N949,1
5818,N9062,1
5819,N60984,1
5820,N52447,1
5821,N112,1
5822,N50152,1
5823,N10215,1
5824,N12257,1
5825,N9401,1
5826,N15882,1
5827,N33730,1
5828,N44979,1
5829,N64194,1
5830,N49814,1
5831,N22565,1
5832,N37575,1
5833,N41073,1
5834,N56832,1
5835,N54648,1
5836,N65209,1
5837,N37967,1
5838,N60513,1
5839,N25167,1
5840,N25149,1
5841,N64242,1
5842,N31436,1
5843,N34203,1
5844,N17924,1
5845,N44865,1
5846,N48778,1
5847,N40862,1
5848,N22949,1
5849,N28263,1
5850,N11182,1
5851,N1451,1
5852,N9776,1
5853,N5463,1
5854,N28699,1
5855,N31371,1
5856,N19200,1
5857,N50408,1
5858,N5372,1
5859,N58348,1
5860,N1856,1
5861,N25777,1
5862,N51699,1
5863,N43442,1
5864,N57586,1
5865,N23011,1
5866,N58122,1
5867,N24571,1
5868,N63426,1
5869,N55957,1
5870,N60277,1
5871,N16903,1
5872,N60574,1
5873,N5053,1
5874,N16247,1
5875,N19350,1
5876,N51417,1
5877,N30374,1
5878,N14268,1
5879,N28652,1
5880,N20563,1
5881,N14962,1
5882,N56532,1
5883,N27478,1
5884,N43312,1
5885,N27058,1
5886,N13019,1
5887,N44223,1
5888,N31489,1
5889,N63659,1
5890,N59586,1
5891,N21034,1
5892,N47392,1
5893,N51013,1
5894,N30132,1
5895,N9442,1
5896,N60368,1
5897,N35428,1
5898,N4210,1
5899,N62389,1
5900,N12997,1
5901,N28676,1
5902,N18407,1
5903,N62228,1
5904,N4105,1
5905,N56929,1
5906,N12641,1
5907,N25112,1
5908,N38718,1
5909,N30411,1
5910,N57717,1
5911,N18148,1
5912,N1138,1
5913,N39177,1
5914,N61573,1
5915,N32869,1
5916,N18561,1
5917,N15665,1
5918,N63553,1
5919,N63896,1
5920,N21617,1
5921,N58020,1
5922,N10070,1
5923,N2325,1
5924,N13969,1
5925,N34097,1
5926,N30019,1
5927,N60178,1
5928,N27595,1
5929,N64953,1
5930,N42589,1
5931,N62253,1
5932,N43909,1
5933,N48971,1
5934,N54693,1
5935,N6503,1
5936,N29228,1
5937,N31856,1
5938,N6865,1
5939,N39815,1
5940,N47644,1
5941,N5703,1
5942,N54173,1
5943,N27976,1
5944,N36371,1
5945,N51529,1
5946,N13731,1
5947,N64726,1
5948,N53478,1
5949,N62364,1
5950,N2125,1
5951,N42579,1
5952,N56420,1
5953,N12520,1
5954,N8640,1
5955,N1750,1
5956,N48059,1
5957,N26524,1
5958,N60411,1
5959,N20874,1
5960,N9989,1
5961,N63531,1
5962,N13519,1
5963,N64703,1
5964,N47303,1
5965,N19176,1
5966,N15843,1
5967,N28136,1
5968,N26783,1
5969,N4414,1
5970,N19600,1
5971,N8514,1
5972,N30798,1
5973,N7864,1
5974,N21324,1
5975,N21458,1
5976,N24386,1
5977,N30627,1
5978,N36509,1
5979,N18660,1
5980,N33490,1
5981,N18401,1
5982,N1705,1
5983,N63892,1
5984,N49684,1
5985,N55640,1
5986,N52945,1
5987,N35945,1
5988,N30742,1
5989,N30707,1
5990,N3094,1
5991,N29054,1
5992,N14683,1
5993,N35106,1
5994,N3783,1
5995,N33804,1
5996,N48238,1
5997,N46747,1
5998,N61632,1
5999,N20985,1
6000,N44734,1
6001,N51803,1
6002,N43223,1
6003,N32340,1
6004,N40056,1
6005,N14664,1
6006,N31018,1
6007,N20686,1
6008,N21106,1
6009,N56784,1
6010,N6947,1
6011,N44347,1
6012,N14032,1
6013,N29770,1
6014,N52024,1
6015,N46331,1
6016,N60737,1
6017,N49075,1
6018,N36110,1
6019,N60852,1
6020,N57258,1
6021,N31154,1
6022,N42676,1
6023,N5409,1
6024,N24882,1
6025,N36405,1
6026,N12017,1
6027,N33965,1
6028,N58314,1
6029,N41559,1
6030,N65090,1
6031,N20258,1
6032,N44571,1
6033,N43064,1
6034,N47357,1
6035,N48791,1
6036,N20521,1
6037,N61442,1
6038,N33388,1
6039,N58414,1
6040,N59079,1
6041,N48280,1
6042,N33397,1
6043,N8470,1
6044,N11170,1
6045,N20469,1
6046,N58861,1
6047,N13328,1
6048,N2965,1
6049,N61898,1
6050,N29241,1
6051,N47759,1
6052,N59728,1
6053,N11253,1
6054,N30976,1
6055,N33768,1
6056,N43117,1
6057,N10532,1
6058,N61176,1
6059,N37862,1
6060,N49297,1
6061,N16905,1
6062,N26232,1
6063,N34950,1
6064,N8107,1
6065,N32849,1
6066,N47850,1
6067,N34354,1
6068,N46012,1
6069,N7568,1
6070,N5784,1
6071,N14119,1
6072,N8299,1
6073,N16171,1
6074,N55447,1
6075,N37712,1
6076,N56320,1
6077,N23055,1
6078,N50515,1
6079,N25651,1
6080,N11376,1
6081,N23665,1
6082,N37020,1
6083,N3369,1
6084,N45267,1
6085,N3037,1
6086,N37213,1
6087,N49621,1
6088,N25854,1
6089,N53844,1
6090,N670,1
6091,N41468,1
6092,N12595,1
6093,N421,1
6094,N51414,1
6095,N61791,1
6096,N33184,1
6097,N36207,1
6098,N62107,1
6099,N45820,1
6100,N59659,1
6101,N17563,1
6102,N47585,1
6103,N14836,1
6104,N51579,1
6105,N49678,1
6106,N23585,1
6107,N61722,1
6108,N64364,1
6109,N722,1
6110,N61189,1
6111,N24575,1
6112,N49799,1
6113,N36793,1
6114,N55993,1
6115,N46362,1
6116,N57260,1
6117,N413,1
6118,N33377,1
6119,N34225,1
6120,N37342,1
6121,N36192,1
6122,N42626,1
6123,N36021,1
6124,N37746,1
6125,N63424,1
6126,N41269,1
6127,N20333,1
6128,N22116,1
6129,N58663,1
6130,N13392,1
6131,N46617,1
6132,N61744,1
6133,N14641,1
6134,N31108,1
6135,N50603,1
6136,N47846,1
6137,N13570,1
6138,N22814,1
6139,N34053,1
6140,N34297,1
6141,N19727,1
6142,N3318,1
6143,N60097,1
6144,N58831,1
6145,N60897,1
6146,N3588,1
6147,N31680,1
6148,N11103,1
6149,N56890,1
6150,N31516,1
6151,N17627,1
6152,N19004,1
6153,N1376,1
6154,N61202,1
6155,N40500,1
6156,N19053,1
6157,N12701,1
6158,N13591,1
6159,N38385,1
6160,N35593,1
6161,N15404,1
6162,N61878,1
6163,N15008,1
6164,N34818,1
6165,N53715,1
6166,N29935,1
6167,N10323,1
6168,N34046,1
6169,N55788,1
6170,N30892,1
6171,N13822,1
6172,N63455,1
6173,N29990,1
6174,N2572,1
6175,N29124,1
6176,N33488,1
6177,N12778,1
6178,N2421,1
6179,N37355,1
6180,N240,1
6181,N382,1
6182,N1329,1
6183,N35973,1
6184,N56464,1
6185,N49553,1
6186,N64212,1
6187,N44031,1
6188,N22794,1
6189,N13553,1
6190,N63368,1
6191,N44958,1
6192,N63862,1
6193,N30644,1
6194,N44728,1
6195,N19270,1
6196,N60288,1
6197,N44446,1
6198,N11606,1
6199,N43150,1
6200,N43409,1
6201,N23039,1
6202,N58791,1
6203,N10806,1
6204,N37861,1
6205,N44465,1
6206,N46373,1
6207,N6932,1
6208,N12371,1
6209,N16000,1
6210,N42666,1
6211,N37198,1
6212,N37061,1
6213,N57105,1
6214,N14831,1
6215,N24554,1
6216,N3095,1
6217,N63268,1
6218,N50089,1
6219,N33674,1
6220,N31941,1
6221,N19279,1
6222,N4170,1
6223,N63629,1
6224,N16331,1
6225,N45923,1
6226,N1230,1
6227,N48627,1
6228,N10536,1
6229,N53335,1
6230,N12977,1
6231,N33728,1
6232,N52387,1
6233,N443,1
6234,N8085,1
6235,N13577,1
6236,N9866,1
6237,N42990,1
6238,N49046,1
6239,N63630,1
6240,N46051,1
6241,N32338,1
6242,N61638,1
6243,N49488,1
6244,N45891,1
6245,N57216,1
6246,N11799,1
6247,N62645,1
6248,N7897,1
6249,N8138,1
6250,N38639,1
6251,N49740,1
6252,N61362,1
6253,N54072,1
6254,N57590,1
6255,N45149,1
6256,N48069,1
6257,N26154,1
6258,N27670,1
6259,N22601,1
6260,N3049,1
6261,N5134,1
6262,N17696,1
6263,N55641,1
6264,N29921,1
6265,N41614,1
6266,N55671,1
6267,N16161,1
6268,N11610,1
6269,N63302,1
6270,N8974,1
6271,N6105,1
6272,N17693,1
6273,N21689,1
6274,N16505,1
6275,N8482,1
6276,N57724,1
6277,N3367,1
6278,N39988,1
6279,N26111,1
6280,N45916,1
6281,N2035,1
6282,N57274,1
6283,N46900,1
6284,N64731,1
6285,N29855,1
6286,N21857,1
6287,N25524,1
6288,N5939,1
6289,N22144,1
6290,N42696,1
6291,N44722,1
6292,N54331,1
6293,N32504,1
6294,N29237,1
6295,N24888,1
6296,N4092,1
6297,N62434,1
6298,N54132,1
6299,N23409,1
6300,N54667,1
6301,N28509,1
6302,N46038,1
6303,N28254,1
6304,N51772,1
6305,N36784,1
6306,N55096,1
6307,N33450,1
6308,N49119,1
6309,N39787,1
6310,N36588,1
6311,N29383,1
6312,N60865,1
6313,N33634,1
6314,N19060,1
6315,N25793,1
6316,N22360,1
6317,N20615,1
6318,N38673,1
6319,N23544,1
6320,N9681,1
6321,N41231,1
6322,N46016,1
6323,N20082,1
6324,N10224,1
6325,N48265,1
6326,N2041,1
6327,N1953,1
6328,N13053,1
6329,N41008,1
6330,N52274,1
6331,N8425,1
6332,N59522,1
6333,N15505,1
6334,N28389,1
